ID,Incident Number,Incident Date,Age,Sex of Victim,Race of Victim,Injury,Relationship,State,Location
5562,15-MQMS1-X I: ,20041201,18: ,F: Female,W: White,N: None,IL: Victim was In-Law,15: KS,20: Residence/Home
5563,2I-J4JO2LF39: ,20041128,18: ,F: Female,W: White,N: None,BG: Victim was Boyfriend/Girlfriend,15: KS,20: Residence/Home
5564,8Y-4K4Z8V39G: ,20041130,20: ,M: Male,W: White,M: Apparent Minor Injury,AQ: Victim was Acquaintance,15: KS,20: Residence/Home
5565,YN-9L9N-HLVS: ,20041219,18: ,F: Female,W: White,M: Apparent Minor Injury,BG: Victim was Boyfriend/Girlfriend,15: KS,20: Residence/Home
5566,K0CL6XL6J4S: ,20041225,39: ,F: Female,W: White,N: None,BG: Victim was Boyfriend/Girlfriend,15: KS,20: Residence/Home
5567,2W0ZPU7P860D: ,20041118,47: ,F: Female,W: White,N: None,BG: Victim was Boyfriend/Girlfriend,15: KS,20: Residence/Home
5568,2W0ZPU7P8G08: ,20041117,18: ,F: Female,W: White,N: None,ST: Victim was Stranger,15: KS,7: Convenience Store
5569,2W0ZPU7P8Y0I: ,20041121,30: ,F: Female,B: Black,N: None,XS: Victim was Ex-Spouse,15: KS,20: Residence/Home
5570,2W0ZPU7P8Y0I: ,20041121,04: ,F: Female,B: Black,N: None,AQ: Victim was Acquaintance,15: KS,20: Residence/Home
5571,2W0ZPU7P8Y0I: ,20041121,02: ,F: Female,B: Black,N: None,AQ: Victim was Acquaintance,15: KS,20: Residence/Home
5572,LN0RKOZKOS8N: ,20041226,33: ,F: Female,W: White,N: None,RU: Relationship Unknown,15: KS,20: Residence/Home
5573,O20YJ4KJZU7I: ,20041118,14: ,M: Male,W: White,N: None,AQ: Victim was Acquaintance,15: KS,22: School/College
5574,VX0EYBRERR6C: ,20041109,16: ,F: Female,W: White,N: None,AQ: Victim was Acquaintance,15: KS,20: Residence/Home
5575,VX0EYBRYZM6-: ,20041208,23: ,F: Female,W: White,N: None,BG: Victim was Boyfriend/Girlfriend,15: KS,20: Residence/Home
5576,CI0QRYBLV2 N: ,20041120,52: ,M: Male,W: White,N: None,AQ: Victim was Acquaintance,15: KS,20: Residence/Home
5577,ECBEABCG 8N: ,20041108,19: ,F: Female,W: White,N: None,ST: Victim was Stranger,15: KS,13: Highway/Road/Alley
5578,ECBEABCP 8N: ,20041108,26: ,F: Female,W: White,M: Apparent Minor Injury,BG: Victim was Boyfriend/Girlfriend,15: KS,20: Residence/Home
5579,ECBEB5MT 8N: ,20041114,29: ,F: Female,B: Black,N: None,BG: Victim was Boyfriend/Girlfriend,15: KS,25: Other/unknown
5580,ECBEBMD- 8N: ,20041114,21: ,F: Female,W: White,N: None,BG: Victim was Boyfriend/Girlfriend,15: KS,20: Residence/Home
5581,ECBEMTDG 8N: ,20041112,BB: 7-364 Days Old,F: Female,U: Unknown,N: None,AQ: Victim was Acquaintance,15: KS,20: Residence/Home
5582,ECBEWMDT 8N: ,20041104,34: ,M: Male,B: Black,N: None,AQ: Victim was Acquaintance,15: KS,20: Residence/Home
5583,ECBEWQL1 8N: ,20041106,25: ,F: Female,W: White,N: None,AQ: Victim was Acquaintance,15: KS,14: Hotel/Motel/Etc.
5584,ECBYERRT 8N: ,20041128,23: ,F: Female,W: White,N: None,OK: Victim was Otherwise Known,15: KS,25: Other/unknown
5585,ECBYFZL- 8N: ,20041204,23: ,F: Female,B: Black,N: None,SE: Victim was Spouse,15: KS,20: Residence/Home
5586,ECBYM5CG 8N: ,20041220,33: ,F: Female,W: White,N: None,XS: Victim was Ex-Spouse,15: KS,22: School/College
5587,ECBYM5CG 8N: ,20041220,14: ,M: Male,W: White,N: None,CH: Victim was Child,15: KS,22: School/College
5588,ECBYM5CG 8N: ,20041220,11: ,F: Female,W: White,N: None,CH: Victim was Child,15: KS,22: School/College
5589,ECBYVZVT 8N: ,20041118,11: ,M: Male,W: White,N: None,RU: Relationship Unknown,15: KS,20: Residence/Home
5590,ECBYVZVT 8N: ,20041118,10: ,M: Male,W: White,N: None,RU: Relationship Unknown,15: KS,20: Residence/Home
5591,ECBYVZVT 8N: ,20041118,35: ,M: Male,W: White,N: None,RU: Relationship Unknown,15: KS,20: Residence/Home
5592,ECBYVZVT 8N: ,20041118,20: ,M: Male,W: White,N: None,RU: Relationship Unknown,15: KS,20: Residence/Home
5593,ECBYVZVT 8N: ,20041118,33: ,F: Female,W: White,N: None,RU: Relationship Unknown,15: KS,20: Residence/Home
5594,ECBYVZVT 8N: ,20041118,08: ,F: Female,W: White,N: None,RU: Relationship Unknown,15: KS,20: Residence/Home
5595,ECBYVZVT 8N: ,20041118,19: ,F: Female,W: White,N: None,RU: Relationship Unknown,15: KS,20: Residence/Home
5596,ECBYVZVT 8N: ,20041118,06: ,F: Female,W: White,N: None,RU: Relationship Unknown,15: KS,20: Residence/Home
5597,ECBYVZVT 8N: ,20041118,05: ,M: Male,W: White,N: None,RU: Relationship Unknown,15: KS,20: Residence/Home
5598,ECBYVZVT 8N: ,20041118,01: ,F: Female,W: White,N: None,RU: Relationship Unknown,15: KS,20: Residence/Home
5599,ECBYYZMF 8N: ,20041126,19: ,F: Female,W: White,N: None,AQ: Victim was Acquaintance,15: KS,20: Residence/Home
5600,IUUB-JICP07: ,20041122,20: ,F: Female,W: White,N: None,ST: Victim was Stranger,15: KS,22: School/College
5601,E-D-MS 728N: ,20041123,30: ,F: Female,W: White,M: Apparent Minor Injury,XS: Victim was Ex-Spouse,15: KS,20: Residence/Home
5602,E-DAWT 728N: ,20041107,18: ,F: Female,W: White,M: Apparent Minor Injury,OK: Victim was Otherwise Known,15: KS,20: Residence/Home
5603,E-DIME 728N: ,20041113,15: ,F: Female,W: White,N: None,BG: Victim was Boyfriend/Girlfriend,15: KS,25: Other/unknown
5604,NH06728N6R5S: ,20041203,19: ,F: Female,W: White,N: None,BG: Victim was Boyfriend/Girlfriend,15: KS,20: Residence/Home
5605,P904W5HP4X3I: ,20041202,27: ,M: Male,B: Black,N: None,IL: Victim was In-Law,15: KS,22: School/College
5606,E-BAWR 728N: ,20041119,26: ,F: Female,W: White,N: None,BG: Victim was Boyfriend/Girlfriend,15: KS,13: Highway/Road/Alley
5607,CI0QN2ZVF0 N: ,20041226,08: ,F: Female,W: White,N: None,CH: Victim was Child,15: KS,20: Residence/Home
5608,E-IRCP 728N: ,20041114,26: ,F: Female,W: White,N: None,XS: Victim was Ex-Spouse,15: KS,20: Residence/Home
5609,U449 9RVSCTD: ,20041112,25: ,F: Female,W: White,N: None,SE: Victim was Spouse,15: KS,20: Residence/Home
5610,VA46965HPU72: ,20041111,25: ,F: Female,W: White,M: Apparent Minor Injury,SE: Victim was Spouse,15: KS,20: Residence/Home
5611,CI0QRO3RF3 N: ,20041108,15: ,F: Female,W: White,N: None,BG: Victim was Boyfriend/Girlfriend,15: KS,13: Highway/Road/Alley
5612,CI0QROT-1U N: ,20041204,37: ,M: Male,B: Black,N: None,AQ: Victim was Acquaintance,15: KS,13: Highway/Road/Alley
5613,2I102KLPL739: ,20041119,09: ,M: Male,W: White,N: None,CH: Victim was Child,34: OH,20: Residence/Home
5614,15-MQV21-L I: ,20041211,25: ,F: Female,W: White,N: None,BG: Victim was Boyfriend/Girlfriend,34: OH,8: Department/Discount Store
5615,5Z2H75IGJAEM: ,20041120,20: ,F: Female,W: White,N: None,: ,34: OH,20: Residence/Home
5616,2I-0 2O2LQEZ: ,20041208,26: ,F: Female,W: White,M: Apparent Minor Injury,XS: Victim was Ex-Spouse,34: OH,20: Residence/Home
5617,8Y2ON8Q-F39G: ,20041220,20: ,F: Female,B: Black,N: None,BG: Victim was Boyfriend/Girlfriend,34: OH,20: Residence/Home
5618,E-D1AT 728N: ,20041129,30: ,F: Female,W: White,O: Other Major Injury,BG: Victim was Boyfriend/Girlfriend,34: OH,20: Residence/Home
5619,N0QRVE-SF N: ,20041119,22: ,F: Female,W: White,N: None,SE: Victim was Spouse,34: OH,20: Residence/Home
5620,JS0QAMB9F2 N: ,20041207,11: ,M: Male,B: Black,N: None,: ,34: OH,20: Residence/Home
5621,611X645HPU72: ,20041124,29: ,F: Female,U: Unknown,N: None,BG: Victim was Boyfriend/Girlfriend,34: OH,20: Residence/Home
5622,N0QRVZ-SS N: ,20041222,25: ,F: Female,W: White,N: None,SE: Victim was Spouse,34: OH,20: Residence/Home
5623,N0QRV3-6- N: ,20041210,00: Unknown,F: Female,W: White,N: None,OK: Victim was Otherwise Known,34: OH,20: Residence/Home
5624,443EUSL8G0W5: ,20041214,18: ,F: Female,U: Unknown,N: None,BG: Victim was Boyfriend/Girlfriend,34: OH,20: Residence/Home
5625,443EUSL8G0W5: ,20041214,01: ,M: Male,W: White,N: None,CH: Victim was Child,34: OH,20: Residence/Home
5626,F29C74ZMQ-F3: ,20041227,77: ,M: Male,U: Unknown,N: None,: ,34: OH,8: Department/Discount Store
5627,F29C7XKMQ-F3: ,20041227,00: Unknown,U: Unknown,U: Unknown,N: None,RU: Relationship Unknown,34: OH,20: Residence/Home
5628,F29Y7D5MQ-F3: ,20041118,00: Unknown,U: Unknown,U: Unknown,N: None,RU: Relationship Unknown,34: OH,4: Church/Synagogue/Temple
5629,TG9990YVSCTD: ,20041102,17: ,M: Male,B: Black,N: None,: ,34: OH,21: Restaurant
5630,15I1F3HL6X I: ,20041216,12: ,F: Female,W: White,N: None,: ,34: OH,20: Residence/Home
5631,CI0QXAT-Q2 N: ,20041206,67: ,F: Female,W: White,N: None,RU: Relationship Unknown,34: OH,25: Other/unknown
5632,N0QROBV6C N: ,20041231,20: ,F: Female,W: White,O: Other Major Injury,BG: Victim was Boyfriend/Girlfriend,34: OH,20: Residence/Home
5633,E-40MZ 728N: ,20041123,40: ,M: Male,W: White,N: None,OK: Victim was Otherwise Known,34: OH,20: Residence/Home
5634,E-4KCZ 728N: ,20041104,36: ,F: Female,W: White,N: None,BG: Victim was Boyfriend/Girlfriend,34: OH,20: Residence/Home
5635,E- IOS 728N: ,20041203,02: ,F: Female,W: White,N: None,OK: Victim was Otherwise Known,34: OH,20: Residence/Home
5636,3L162JOC-F39: ,20041218,19: ,F: Female,W: White,N: None,OK: Victim was Otherwise Known,34: OH,20: Residence/Home
5637,CT153OHLVSCT: ,20041106,53: ,F: Female,W: White,N: None,ER: Victim was Employer,34: OH,25: Other/unknown
5638,CI0QRC5HT2 N: ,20041229,38: ,M: Male,W: White,N: None,RU: Relationship Unknown,34: OH,20: Residence/Home
5639,CI0QRC5HT2 N: ,20041229,25: ,M: Male,W: White,N: None,RU: Relationship Unknown,34: OH,20: Residence/Home
5640,CI0QRC5HT2 N: ,20041229,39: ,M: Male,W: White,N: None,RU: Relationship Unknown,34: OH,20: Residence/Home
5641,443BBD39G0W5: ,20041206,11: ,F: Female,W: White,N: None,OK: Victim was Otherwise Known,34: OH,13: Highway/Road/Alley
5642,N0QROZRQF N: ,20041229,49: ,F: Female,W: White,N: None,: ,34: OH,9: Drug Store/Drs Office/Hospital
5643,0K-HKUX0ID1A: ,20041103,09: ,F: Female,W: White,N: None,RU: Relationship Unknown,34: OH,13: Highway/Road/Alley
5644,15-M57Q19X I: ,20041123,01: ,M: Male,B: Black,N: None,RU: Relationship Unknown,34: OH,20: Residence/Home
5645,2I-JIJS2VF39: ,20041212,20: ,F: Female,B: Black,L: Severe Laceration,OF: Victim was Other Family Member,34: OH,20: Residence/Home
5646,3N-0N8H34SCT: ,20041202,23: ,M: Male,W: White,N: None,ST: Victim was Stranger,34: OH,13: Highway/Road/Alley
5647,4V-ZO7I460W5: ,20041223,01: ,M: Male,B: Black,M: Apparent Minor Injury,OF: Victim was Other Family Member,34: OH,13: Highway/Road/Alley
5648,4V-ZOO2460W5: ,20041231,58: ,M: Male,B: Black,N: None,RU: Relationship Unknown,34: OH,20: Residence/Home
5649,4V-ZOO2460W5: ,20041231,32: ,F: Female,B: Black,N: None,RU: Relationship Unknown,34: OH,20: Residence/Home
5650,7 -N RV7C-F3: ,20041121,20: ,F: Female,W: White,N: None,ST: Victim was Stranger,34: OH,18: Parking Lot/Garage
5651,2I-0 542-F39: ,20041230,17: ,F: Female,W: White,N: None,AQ: Victim was Acquaintance,34: OH,13: Highway/Road/Alley
5652,2I-0 542-F39: ,20041230,17: ,F: Female,W: White,N: None,ST: Victim was Stranger,34: OH,13: Highway/Road/Alley
5653,9J-AEHQ9SCTD: ,20041120,18: ,F: Female,W: White,N: None,ST: Victim was Stranger,34: OH,18: Parking Lot/Garage
5654,9J2XP9RVSCTD: ,20041219,22: ,F: Female,W: White,N: None,SE: Victim was Spouse,34: OH,20: Residence/Home
5655,T0QRYSL-0 N: ,20041216,12: ,F: Female,W: White,M: Apparent Minor Injury,: ,34: OH,20: Residence/Home
5656,0K1J027ZL41A: ,20041205,47: ,F: Female,W: White,N: None,: ,34: OH,18: Parking Lot/Garage
5657,0K1J047O6C1A: ,20041207,00: Unknown,F: Female,B: Black,N: None,CS: Victim was Common-Law Spouse,34: OH,20: Residence/Home
5658,0K1J0O7V641A: ,20041208,19: ,F: Female,B: Black,N: None,ST: Victim was Stranger,34: OH,13: Highway/Road/Alley
5659,0K1M057 6Y1A: ,20041103,00: Unknown,M: Male,B: Black,N: None,ST: Victim was Stranger,34: OH,7: Convenience Store
5660,0K1M057 6Y1A: ,20041103,00: Unknown,F: Female,B: Black,N: None,ST: Victim was Stranger,34: OH,7: Convenience Store
5661,0K1M0H7PIY1A: ,20041109,17: ,M: Male,B: Black,N: None,AQ: Victim was Acquaintance,34: OH,25: Other/unknown
5662,151013F8ZW I: ,20041215,24: ,F: Female,W: White,M: Apparent Minor Injury,ST: Victim was Stranger,34: OH,13: Highway/Road/Alley
5663,151B1HFP9J I: ,20041118,22: ,F: Female,B: Black,N: None,AQ: Victim was Acquaintance,34: OH,20: Residence/Home
5664,151B1VFQ0F I: ,20041110,42: ,M: Male,B: Black,N: None,: ,34: OH,18: Parking Lot/Garage
5665,2I1X21OCO739: ,20041221,18: ,M: Male,W: White,N: None,ST: Victim was Stranger,34: OH,13: Highway/Road/Alley
5666,2I1X25O6RD39: ,20041221,42: ,M: Male,W: White,N: None,: ,34: OH,13: Highway/Road/Alley
5667,3N123EHP6XCT: ,20041231,47: ,M: Male,B: Black,N: None,RU: Relationship Unknown,34: OH,13: Highway/Road/Alley
5668,15101-939L I: ,20041202,31: ,F: Female,W: White,N: None,CS: Victim was Common-Law Spouse,34: OH,20: Residence/Home
5669,9-MU1S1ZX I: ,20041221,34: ,M: Male,W: White,N: None,: ,34: OH,21: Restaurant
5670,3L-JR2O2VF39: ,20041205,25: ,M: Male,B: Black,N: None,AQ: Victim was Acquaintance,34: OH,20: Residence/Home
5671,156M0H1P6X I: ,20041211,21: ,F: Female,U: Unknown,M: Apparent Minor Injury,OF: Victim was Other Family Member,34: OH,20: Residence/Home
5672,5Z5OR29G1AEM: ,20041118,22: ,F: Female,W: White,N: None,BG: Victim was Boyfriend/Girlfriend,34: OH,20: Residence/Home
5673,8N04YV3U72 N: ,20041102,01: ,F: Female,W: White,N: None,OF: Victim was Other Family Member,34: OH,20: Residence/Home
5674,B0BYB5U72 N: ,20041208,28: ,F: Female,W: White,N: None,BG: Victim was Boyfriend/Girlfriend,34: OH,20: Residence/Home
5675,15-MR7M1FX I: ,20041113,08: ,F: Female,W: White,N: None,RU: Relationship Unknown,34: OH,10: Field/Woods
5676,2I-JWVB2XF39: ,20041128,34: ,M: Male,W: White,N: None,OK: Victim was Otherwise Known,34: OH,20: Residence/Home
5677,5Z-UF I56AEM: ,20041119,14: ,M: Male,W: White,N: None,RU: Relationship Unknown,34: OH,13: Highway/Road/Alley
5678,61-IJQA6RU72: ,20041116,16: ,F: Female,W: White,N: None,RU: Relationship Unknown,34: OH,25: Other/unknown
5679,E0 KE3U72 N: ,20041215,10: ,M: Male,W: White,N: None,ST: Victim was Stranger,34: OH,13: Highway/Road/Alley
5680,CE0QROS9-S N: ,20041120,24: ,M: Male,W: White,N: None,: ,34: OH,14: Hotel/Motel/Etc.
5681,E0 0M5V72 N: ,20041103,12: ,M: Male,B: Black,N: None,RU: Relationship Unknown,34: OH,13: Highway/Road/Alley
5682,E0 0M5V72 N: ,20041103,09: ,M: Male,B: Black,N: None,RU: Relationship Unknown,34: OH,13: Highway/Road/Alley
5683,E0 1AQV72 N: ,20041111,12: ,F: Female,B: Black,M: Apparent Minor Injury,ST: Victim was Stranger,34: OH,25: Other/unknown
5684,E0 EFB972 N: ,20041116,11: ,F: Female,B: Black,N: None,ST: Victim was Stranger,34: OH,22: School/College
5685,E0 YCRL72 N: ,20041122,11: ,F: Female,B: Black,N: None,AQ: Victim was Acquaintance,34: OH,13: Highway/Road/Alley
5686,E0QKMSQ72 N: ,20041216,13: ,F: Female,B: Black,N: None,ST: Victim was Stranger,34: OH,13: Highway/Road/Alley
5687,E0QKV5Q72 N: ,20041209,13: ,F: Female,B: Black,N: None,ST: Victim was Stranger,34: OH,20: Residence/Home
5688,0K140BSCTD1A: ,20041225,31: ,F: Female,W: White,N: None,SE: Victim was Spouse,34: OH,20: Residence/Home
5689,84JN2Y4-F39: ,20041119,23: ,F: Female,B: Black,O: Other Major Injury,RU: Relationship Unknown,34: OH,13: Highway/Road/Alley
5690,A4M51MG6X I: ,20041111,44: ,F: Female,B: Black,N: None,RU: Relationship Unknown,34: OH,20: Residence/Home
5691,4W4H50Z2TD1A: ,20041116,06: ,M: Male,B: Black,N: None,RU: Relationship Unknown,34: OH,13: Highway/Road/Alley
5692,7X4I16RMPU72: ,20041129,12: ,F: Female,B: Black,M: Apparent Minor Injury,: ,34: OH,13: Highway/Road/Alley
5693,8K4PR4VAG0W5: ,20041129,15: ,F: Female,B: Black,N: None,: ,34: OH,18: Parking Lot/Garage
5694,EA4M51M36X I: ,20041118,15: ,F: Female,B: Black,N: None,: ,34: OH,25: Other/unknown
5695,IN44Y84RF39G: ,20041107,23: ,F: Female,B: Black,N: None,: ,34: OH,13: Highway/Road/Alley
5696,JN44 8RTF39G: ,20041106,08: ,M: Male,B: Black,N: None,: ,34: OH,13: Highway/Road/Alley
5697,LN4418BOF39G: ,20041217,09: ,F: Female,B: Black,N: None,: ,34: OH,13: Highway/Road/Alley
5698,NH4UR5LG1AEM: ,20041202,15: ,F: Female,B: Black,N: None,RU: Relationship Unknown,34: OH,13: Highway/Road/Alley
5699,WA4ME19G6X I: ,20041122,29: ,M: Male,B: Black,N: None,RU: Relationship Unknown,34: OH,20: Residence/Home
5700,X24N87ZAQ-F3: ,20041210,20: ,F: Female,B: Black,N: None,AQ: Victim was Acquaintance,34: OH,13: Highway/Road/Alley
5701,K0CL61TEY4Y: ,20041112,12: ,F: Female,B: Black,N: None,OK: Victim was Otherwise Known,34: OH,20: Residence/Home
5702,K0CL6I D 41: ,20041201,24: ,F: Female,W: White,N: None,RU: Relationship Unknown,34: OH,13: Highway/Road/Alley
5703,K0CL6ICIR4Y: ,20041210,11: ,F: Female,B: Black,N: None,RU: Relationship Unknown,34: OH,13: Highway/Road/Alley
5704,2W0ZPU829G04: ,20041125,21: ,F: Female,B: Black,N: None,OK: Victim was Otherwise Known,34: OH,20: Residence/Home
5705,2W0ZPU83J60: ,20041206,17: ,F: Female,B: Black,N: None,RU: Relationship Unknown,34: OH,13: Highway/Road/Alley
5706,2W0ZPU83L60O: ,20041201,11: ,F: Female,W: White,N: None,RU: Relationship Unknown,34: OH,20: Residence/Home
5707,2W0ZPU8PZC0: ,20041224,20: ,F: Female,W: White,N: None,ST: Victim was Stranger,34: OH,20: Residence/Home
5708,2W0ZPU8Z7608: ,20041217,10: ,F: Female,W: White,N: None,RU: Relationship Unknown,34: OH,13: Highway/Road/Alley
5709,2W0ZPU8Z7608: ,20041217,08: ,F: Female,B: Black,N: None,RU: Relationship Unknown,34: OH,13: Highway/Road/Alley
5710,2W0ZPUXU860N: ,20041117,08: ,F: Female,B: Black,N: None,RU: Relationship Unknown,34: OH,13: Highway/Road/Alley
5711,2W0ZPUXU860N: ,20041117,NN: Under 24 Hours (neonate),F: Female,B: Black,N: None,RU: Relationship Unknown,34: OH,13: Highway/Road/Alley
5712,2W0ZPUXUU608: ,20041119,12: ,F: Female,B: Black,N: None,: ,34: OH,13: Highway/Road/Alley
5713,3A0PQ-2-7318: ,20041123,20: ,F: Female,W: White,N: None,RU: Relationship Unknown,34: OH,13: Highway/Road/Alley
5714,LN0RKO6U V8B: ,20041207,11: ,F: Female,W: White,N: None,RU: Relationship Unknown,34: OH,13: Highway/Road/Alley
5715,LN0RKOCVS-8E: ,20041116,12: ,F: Female,B: Black,N: None,RU: Relationship Unknown,34: OH,13: Highway/Road/Alley
5716,NH0672J6KN5B: ,20041213,12: ,M: Male,W: White,N: None,ST: Victim was Stranger,34: OH,13: Highway/Road/Alley
5717,O20YJ4VBEO71: ,20041115,17: ,F: Female,B: Black,N: None,RU: Relationship Unknown,34: OH,1: Air/Bus/Train Terminal
5718,O20YJ4ZYCX72: ,20041213,07: ,M: Male,W: White,N: None,RU: Relationship Unknown,34: OH,20: Residence/Home
5719,P904W5UPOZ37: ,20041201,13: ,F: Female,W: White,N: None,ST: Victim was Stranger,34: OH,13: Highway/Road/Alley
5720,P905W5HQUZ3I: ,20041230,NB: 1-6 Days Old,F: Female,B: Black,N: None,AQ: Victim was Acquaintance,34: OH,20: Residence/Home
5721,UG0K5H75HO92: ,20041221,38: ,F: Female,B: Black,N: None,RU: Relationship Unknown,34: OH,20: Residence/Home
5722,UG0K5H7KXZ96: ,20041213,17: ,F: Female,B: Black,N: None,RU: Relationship Unknown,34: OH,13: Highway/Road/Alley
5723,UG0K5H7UPV96: ,20041202,12: ,F: Female,B: Black,N: None,RU: Relationship Unknown,34: OH,13: Highway/Road/Alley
5724,UG0K5H7UR29X: ,20041129,23: ,M: Male,U: Unknown,N: None,RU: Relationship Unknown,34: OH,13: Highway/Road/Alley
5725,UG0K5HLHK 9G: ,20041120,11: ,M: Male,W: White,N: None,RU: Relationship Unknown,34: OH,18: Parking Lot/Garage
5726,VX0EYB-AQ96X: ,20041109,37: ,F: Female,W: White,N: None,ST: Victim was Stranger,34: OH,13: Highway/Road/Alley
5727,VX0EYB-AQL63: ,20041108,28: ,M: Male,B: Black,M: Apparent Minor Injury,RU: Relationship Unknown,34: OH,13: Highway/Road/Alley
5728,VX0EYB-MTQ6-: ,20041113,07: ,F: Female,B: Black,N: None,RU: Relationship Unknown,34: OH,20: Residence/Home
5729,VX0EYBSOTQ6A: ,20041206,17: ,F: Female,B: Black,M: Apparent Minor Injury,RU: Relationship Unknown,34: OH,13: Highway/Road/Alley
5730,VX0EYBSYBL6-: ,20041220,17: ,F: Female,W: White,N: None,RU: Relationship Unknown,34: OH,13: Highway/Road/Alley
5731,Z80B4KL4V 2F: ,20041224,06: ,M: Male,B: Black,N: None,CH: Victim was Child,34: OH,20: Residence/Home
5732,Z80B4KLBXV2T: ,20041213,23: ,M: Male,W: White,N: None,OK: Victim was Otherwise Known,34: OH,13: Highway/Road/Alley
5733,Z80B4KSROZ2L: ,20041117,11: ,F: Female,B: Black,N: None,: ,34: OH,13: Highway/Road/Alley
5734,Z80B4KSRVQ2: ,20041116,11: ,M: Male,B: Black,N: None,RU: Relationship Unknown,34: OH,13: Highway/Road/Alley
5735,E0I-AMV-2 N: ,20041104,21: ,F: Female,W: White,M: Apparent Minor Injury,ST: Victim was Stranger,34: OH,18: Parking Lot/Garage
5736,E0I-ES-V2 N: ,20041102,25: ,F: Female,W: White,N: None,SE: Victim was Spouse,34: OH,20: Residence/Home
5737,E0I-MSVG2 N: ,20041104,49: ,F: Female,W: White,N: None,ST: Victim was Stranger,34: OH,25: Other/unknown
5738,E0I0FRR12 N: ,20041110,12: ,M: Male,W: White,N: None,RU: Relationship Unknown,34: OH,13: Highway/Road/Alley
5739,E0I0FZL62 N: ,20041109,38: ,F: Female,W: White,N: None,AQ: Victim was Acquaintance,34: OH,18: Parking Lot/Garage
5740,E0I0VBLT2 N: ,20041108,30: ,F: Female,U: Unknown,N: None,ST: Victim was Stranger,34: OH,25: Other/unknown
